證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1776","展宇","4000","63200","15.80","15.80","15.80","15.80","0.1000","4"
"1783","和康生","103050","2367662","23.25","23.25","22.85","23.10","-0.0500","72"
"1786","科妍","201451","12908122","65.60","65.60","63.50","63.90","-1.1000","136"
"1789","神隆","1039520","29710383","28.95","28.95","28.45","28.65","-0.2000","645"
"1795","美時","1527662","130945322","85.20","86.60","84.30","85.80","1.0000","1077"
"1802","台玻","24314837","362270581","14.50","15.30","14.30","15.20","0.8500","6851"
"1805","寶徠","115855","1184891","10.10","10.45","10.05","10.35","0.2500","58"
"1806","冠軍","610329","3780973","6.21","6.26","6.15","6.24","0.0900","235"
"1808","潤隆","411136","25236630","61.70","61.70","61.10","61.20","-0.5000","320"
"1809","中釉","945583","10995903","11.55","11.70","11.50","11.65","0.1500","354"
"1810","和成","681000","6205910","9.20","9.20","9.08","9.12","-0.0600","210"
"1817","凱撒衛","119235","3867714","32.45","32.50","32.35","32.50","0.0500","67"
"1903","士紙","324410","22123818","67.90","68.90","67.90","68.30","0.4000","239"
"1904","正隆","12740194","408811804","32.65","32.80","31.70","32.00","-0.6500","5254"
"1905","華紙","5187599","51455142","9.97","10.05","9.86","9.89","-0.0200","1949"
"1906","寶隆","1042964","15779041","15.00","15.50","14.70","14.75","-0.2500","338"
"1907","永豐餘","14596915","334796301","23.15","23.50","22.50","22.95","-0.2000","5305"
"1909","榮成","9756964","166219865","17.00","17.30","16.80","17.10","0.3000","2611"
"2002","中鋼","35570393","777751992","21.65","22.00","21.65","21.95","0.3500","12624"
"2002A","中鋼特","65535","3280376","50.20","50.20","50.00","50.20","0.0000","39"
"2006","東和鋼鐵","18637461","596633034","30.95","32.60","30.95","32.50","1.6500","7447"
"2007","燁興","206500","1378647","6.74","6.76","6.62","6.71","-0.0300","99"
"2008","高興昌","12250","159775","13.00","13.15","13.00","13.05","-0.1500","10"
"2009","第一銅","5224182","52310958","9.83","10.30","9.74","10.25","0.5300","1516"
"2010","春源","5738596","72257650","12.80","12.80","12.50","12.60","-0.3500","1597"
"2012","春雨","627506","10077346","16.15","16.15","16.05","16.05","-0.1000","52"
"2013","中鋼構","754671","23153702","30.50","30.90","30.35","30.80","0.2000","402"
"2014","中鴻","4607742","46637816","10.10","10.20","10.05","10.15","0.1500","1257"
"2015","豐興","216145","12538022","58.30","58.30","57.70","58.20","0.0000","166"
"2017","官田鋼","770491","6760376","8.82","8.82","8.71","8.79","-0.0900","229"
"2020","美亞","659361","11188710","17.10","17.15","16.90","16.95","0.0000","253"
"2022","聚亨","355887","1885515","5.33","5.37","5.25","5.30","0.0000","168"
"2023","燁輝","11483118","122079360","10.65","10.90","10.45","10.50","0.0000","2801"
"2024","志聯","9752","145018","14.75","15.05","14.75","14.80","0.0000","12"
"2025","千興","198213","495214","2.45","2.55","2.45","2.50","0.0000","59"
"2027","大成鋼","14933285","367094363","24.25","24.80","24.25","24.65","0.5000","6264"
"2028","威致","7573000","115100066","15.25","15.30","14.50","15.30","1.3500","2119"
"2029","盛餘","255448","4879069","19.20","19.25","19.00","19.10","0.0500","114"
"2030","彰源","411541","4341456","10.60","10.70","10.45","10.60","0.0000","116"
"2031","新光鋼","1074447","34544777","32.35","32.50","31.90","32.05","-0.2000","518"
"2032","新鋼","192750","1980437","10.35","10.35","10.20","10.30","-0.0500","76"
"2033","佳大","56201","546417","9.70","9.75","9.70","9.75","0.0300","21"
"2034","允強","518715","12308096","23.70","23.85","23.65","23.80","0.1000","261"
"2038","海光","632227","6211284","9.93","9.96","9.75","9.85","0.0200","220"
"2049","上銀","1073294","318825682","301.00","301.00","295.00","297.00","-1.5000","1142"
"2059","川湖","333846","96881886","292.50","293.00","288.00","288.00","-4.5000","339"
"2062","橋椿","90000","2184650","24.30","24.50","24.20","24.25","-0.0500","69"
"2069","運錩","90200","1376850","15.25","15.50","15.15","15.35","0.2000","57"
"2101","南港","1649242","71382266","42.75","43.65","42.75","43.05","0.0500","504"
"2102","泰豐","5722864","111573797","20.15","20.20","19.05","19.50","-0.5500","1768"
"2103","台橡","3506420","73980145","21.75","21.75","20.90","21.05","0.2500","1226"
"2104","國際中橡","7352534","161339086","22.00","22.40","21.40","22.40","0.5000","3001"
"2105","正新","7653111","306991347","40.00","40.40","39.65","40.35","0.4000","3042"
"2106","建大","3993048","135917634","34.50","34.60","33.60","34.10","0.7000","1629"
"2107","厚生","6006924","135522920","22.15","22.95","21.85","22.85","0.9000","2692"
"2108","南帝","13391086","813268096","59.90","62.20","59.00","61.70","0.4000","7083"
"2109","華豐","411622","5073113","12.50","12.65","12.20","12.35","-0.1000","163"
"2114","鑫永銓","61116","5069135","83.00","83.20","82.70","82.80","-0.2000","47"
"2115","六暉-KY","145198","6462611","44.95","44.95","44.15","44.70","0.7000","118"
"2201","裕隆","5607421","211027544","37.65","38.25","36.80","38.10","0.4000","2862"
"2204","中華","776648","37399685","47.95","48.75","47.80","48.70","0.8000","591"
"2206","三陽工業","6964390","177834478","25.60","25.95","25.05","25.85","0.3000","2685"
"2207","和泰車","480411","331225289","700.00","700.00","676.00","696.00","8.0000","565"
"2208","台船","630323","15087353","24.05","24.10","23.85","23.95","0.0000","405"
"2227","裕日車","116664","29806806","256.00","256.50","255.00","256.50","1.5000","133"
"2228","劍麟","245427","20973275","86.10","86.10","84.80","84.80","-0.4000","204"
"2231","為升","3663122","724304730","196.00","202.00","194.00","196.00","3.0000","2769"
"2233","宇隆","922960","73490931","80.80","80.80","79.00","79.30","-1.0000","676"
"2236","百達-KY","18734","318031","17.00","17.00","16.90","16.95","0.0500","15"
"2239","英利-KY","635374","59190979","95.00","95.10","91.60","93.30","-0.4000","471"
"2241","艾姆勒","152301","8011502","53.10","53.10","52.40","53.00","0.0000","117"
"2243","宏旭-KY","81000","895100","11.00","11.20","10.90","11.20","0.3500","48"
"2247","汎德永業","348596","90686287","263.00","264.00","258.00","258.50","-2.5000","377"
"2301","光寶科","8402154","404397602","47.65","48.40","47.60","48.30","0.7000","4256"
"2302","麗正","3162527","63605304","20.10","20.45","19.80","19.80","-0.3500","1731"
"2303","聯電","162049333","5265426180","32.80","33.00","32.10","32.15","-0.0500","40429"
"2305","全友","261597","2028579","7.84","7.85","7.70","7.74","0.0000","128"
"2308","台達電","7871981","1609023567","205.00","206.00","202.50","205.50","3.5000","4034"
"2312","金寶","14972230","162987006","11.00","11.05","10.75","10.85","-0.1500","2841"
"2313","華通","17345065","817570736","47.30","47.70","46.60","46.65","-0.1500","7950"
"2314","台揚","1502440","35622188","24.00","24.10","23.50","23.50","-0.4000","727"
"2316","楠梓電","907633","27155846","29.75","30.25","29.55","30.15","0.4000","607"
"2317","鴻海","45390693","3760327206","83.10","83.30","82.30","83.00","0.4000","17332"
"2321","東訊","159168","1332205","8.20","8.75","8.20","8.21","0.0300","114"
"2323","中環","5354967","42687946","8.04","8.05","7.93","7.95","-0.0400","1233"
"2324","仁寶","13011069","252917002","19.50","19.55","19.35","19.40","0.0000","3814"
"2327","國巨","7658381","3062201598","399.50","403.00","397.00","398.50","2.0000","6268"
"2328","廣宇","2292885","41619516","18.20","18.25","18.00","18.25","0.1500","728"
"2329","華泰","2948497","34451069","11.85","11.85","11.55","11.70","-0.0500","910"
"2330","台積電","75763870","37446278783","502.00","506.00","485.50","485.50","1.5000","68560"
"2331","精英","16130748","305233949","17.70","19.40","17.65","19.40","1.7500","5142"
"2332","友訊","7654398","154481197","20.40","20.45","20.00","20.05","-0.2500","2642"
"2337","旺宏","151129704","4997572391","32.95","33.95","32.90","33.65","1.4000","52239"
"2338","光罩","52734444","1751058822","32.75","34.30","32.15","33.20","0.5000","23392"
"2340","光磊","12131711","310910417","25.75","25.85","25.45","25.50","0.1000","4582"
"2342","茂矽","3137665","94790494","30.60","30.75","29.65","29.95","-0.3500","1713"
"2344","華邦電","46996004","813403996","17.10","17.45","17.10","17.20","0.1500","12267"
"2345","智邦","4775047","1155617847","241.00","245.00","238.50","244.00","5.0000","3708"
"2347","聯強","5401551","234748742","43.55","44.05","43.15","43.20","-0.3000","2999"
"2348","海悅","1591270","150505218","94.50","95.90","94.20","94.40","-0.9000","444"
"2349","錸德","2912716","30199831","10.45","10.50","10.30","10.30","-0.0500","900"
"2351","順德","1711035","113905237","67.50","68.30","65.60","65.80","-1.5000","1244"
"2352","佳世達","19571539","419453137","21.50","21.55","21.25","21.50","0.1500","6362"
"2353","宏碁","22075426","500474732","22.80","22.90","22.50","22.80","0.0500","6991"
"2354","鴻準","2455611","126121104","51.60","51.70","51.20","51.30","-0.2000","1771"
"2355","敬鵬","2006803","58716103","29.05","29.65","28.90","29.45","0.4000","1045"
"2356","英業達","9503491","217804477","22.90","23.00","22.85","22.85","-0.0500","3376"
"2357","華碩","3691582","927472790","250.00","253.00","249.50","250.00","0.5000","2755"
"2358","廷鑫","135381","1999490","14.80","14.90","14.70","14.85","-0.0500","76"
"2359","所羅門","203531","3699676","18.25","18.25","18.10","18.25","0.1000","130"
"2360","致茂","563816","84736790","150.50","151.50","149.00","149.00","-1.5000","465"
"2362","藍天","370349","11007862","29.85","29.95","29.60","29.85","0.0500","242"
"2363","矽統","4731104","52980022","11.25","11.30","11.10","11.15","0.0500","1471"
"2364","倫飛","102679","388242","3.81","3.82","3.75","3.75","-0.0900","48"
"2365","昆盈","1123047","12640057","11.40","11.40","11.15","11.20","-0.0500","452"
"2367","燿華","7309388","156377693","21.00","21.60","21.00","21.35","0.4500","3118"
"2368","金像電","24581315","1120276453","44.75","46.25","44.60","45.45","1.1000","12851"
"2369","菱生","2735765","31208001","11.55","11.60","11.30","11.30","0.0000","855"
"2371","大同","9146011","177990405","19.65","19.65","19.25","19.60","-0.0500","2238"
"2373","震旦行","21462","1868801","87.40","87.40","86.60","87.20","0.4000","26"
"2374","佳能","6834831","93414413","13.30","13.80","13.25","13.65","0.3500","1224"
"2375","凱美","19452069","1159083193","58.70","60.40","58.70","60.00","1.6000","10914"
"2376","技嘉","4309525","322031048","74.10","75.30","73.60","74.70","0.8000","2817"
"2377","微星","5863758","706827051","119.00","121.50","118.50","121.00","2.5000","3743"
"2379","瑞昱","4318845","1620517498","374.00","380.50","371.00","372.00","3.0000","3920"
"2380","虹光","548629","3389772","6.19","6.23","6.14","6.17","-0.0200","217"
"2382","廣達","21292393","1607355010","76.60","77.00","74.90","75.60","-0.5000","8436"
"2383","台光電","5953216","981613331","168.00","170.00","161.50","162.00","-1.0000","4550"
"2385","群光","1779937","154067811","86.20","86.90","86.20","86.60","-0.1000","1240"
"2387","精元","2690984","184624991","69.00","69.60","68.00","68.40","-0.3000","1601"
"2388","威盛","825438","31218188","37.80","38.15","37.60","37.60","-0.0500","542"
"2390","云辰","1660622","24794038","14.95","15.10","14.65","14.80","0.1000","736"
"2392","正崴","6795857","287146173","41.85","42.60","41.80","42.15","0.5500","3581"
"2393","億光","2782501","105301848","38.20","38.20","37.65","37.90","0.0500","1793"
"2395","研華","883267","272689712","307.50","312.00","306.50","308.50","1.0000","809"
"2397","友通","45020","2927712","65.00","65.50","64.80","65.10","0.3000","34"
"2399","映泰","39207726","702750281","17.95","18.65","17.20","17.25","-0.0500","13807"
"2401","凌陽","11142877","166780763","15.10","15.30","14.70","14.85","-0.1000","3460"
"2402","毅嘉","1296713","22488009","17.60","17.65","17.20","17.30","-0.1500","643"
"2404","漢唐","1896386","405275242","216.00","216.50","211.50","213.50","-1.5000","1541"
"2405","浩鑫","986667","9053340","9.13","9.27","9.10","9.22","0.1000","409"
"2406","國碩","10970045","240846188","20.50","22.55","19.90","22.55","2.0500","3877"
"2408","南亞科","48921143","3266605278","65.50","67.40","65.50","67.10","2.9000","24486"
"2409","友達","107987042","1136532183","10.65","10.75","10.40","10.50","-0.1500","14935"
"2412","中華電","8249369","902878214","109.00","110.00","108.50","110.00","0.5000","4452"
"2413","環科","1705662","32777593","18.50","19.60","18.50","19.25","0.8500","812"
"2414","精技","195547","4969778","25.40","25.75","25.25","25.30","-0.0500","136"
"2415","錩新","113138","1763335","15.60","15.85","15.40","15.80","0.3000","83"
"2417","圓剛","12528326","712019459","57.00","58.10","55.70","56.90","-0.7000","7013"
"2419","仲琦","11189344","251706062","22.80","22.85","21.80","22.20","-0.6000","4663"
"2420","新巨","273459","8966202","32.70","33.00","32.65","33.00","0.2500","151"
"2421","建準","2058317","111185863","54.00","54.60","53.70","53.70","0.0000","1462"
"2423","固緯","177297","4082700","23.20","23.20","22.90","22.90","-0.1500","104"
"2424","隴華","17000","315600","18.70","18.70","18.50","18.50","-0.2000","10"
"2425","承啟","6065260","185802804","30.75","31.00","30.15","30.80","0.6500","2711"
"2426","鼎元","4110601","65833562","16.20","16.25","15.90","16.00","-0.1500","1666"
"2427","三商電","271596","2926375","10.85","10.85","10.75","10.80","0.0000","82"
"2428","興勤","2769925","385981010","142.00","143.50","136.50","137.50","-3.0000","1984"
"2429","銘旺科","89074","1693563","19.10","19.20","18.85","19.20","0.0000","75"
"2430","燦坤","211265","4031357","19.20","19.30","18.90","19.05","0.0500","131"
"2431","聯昌","10340757","116265447","10.80","11.40","10.80","11.15","0.3500","1373"
"2433","互盛電","92930","4678501","50.30","50.40","50.30","50.40","0.3000","71"
"2434","統懋","5925","154383","26.15","26.15","26.15","26.15","0.0000","7"
"2436","偉詮電","2639238","85123460","32.40","32.65","31.95","32.00","-0.2000","1477"
"2438","翔耀","40575","256400","6.26","6.49","6.26","6.41","0.1500","29"
"2439","美律","1456694","206745272","141.50","143.00","141.00","141.50","0.5000","1040"
"2440","太空梭","274848","3245587","11.85","11.95","11.65","11.80","0.0000","137"
"2441","超豐","2902740","153617528","53.00","53.60","52.40","52.50","0.1000","1603"
"2443","億麗","505620","2118274","4.23","4.26","4.10","4.18","-0.0200","186"
"2444","兆勁","357926","5082044","14.30","14.30","14.10","14.15","-0.1500","138"
"2448","晶電","43954890","1643979887","37.00","38.00","36.65","37.60","0.9500","18952"
"2449","京元電子","11498286","376245080","32.75","33.00","32.50","32.55","0.0500","5128"
"2450","神腦","58190","1677515","28.80","28.95","28.75","28.95","0.1500","93"
"2451","創見","544764","34721677","63.80","64.00","63.50","63.90","0.2000","449"
"2453","凌群","184000","3093850","16.90","16.95","16.70","16.80","-0.1000","92"
"2454","聯發科","6537087","4557362547","701.00","703.00","691.00","696.00","2.0000","5665"
"2455","全新","6766520","620962217","91.90","93.00","90.00","90.20","-0.8000","5025"
"2456","奇力新","7477376","869083388","118.00","118.50","114.50","115.00","-1.5000","5039"
"2457","飛宏","5002690","58158385","11.40","11.75","11.40","11.70","0.3500","1423"
"2458","義隆","3031830","403548563","134.00","135.00","131.50","132.00","-1.5000","2151"
"2459","敦吉","591894","27112923","45.35","46.20","45.15","46.10","1.1000","398"
"2460","建通","440548","6281453","14.55","14.55","14.10","14.25","0.0000","142"
"2461","光群雷","677013","10950455","16.25","16.30","16.00","16.15","-0.0500","281"
"2462","良得電","114033","3033368","26.60","26.80","26.40","26.65","0.4000","85"
"2464","盟立","1993907","84788720","42.45","42.90","42.05","42.15","0.3000","1233"
"2465","麗臺","3459417","61961884","18.40","18.65","17.00","17.50","-0.5000","1679"
"2466","冠西電","126494","3839150","30.20","30.50","30.20","30.40","0.2000","77"
"2467","志聖","5689642","199141203","35.90","36.90","34.05","34.10","-1.6000","3431"
"2468","華經","63001","829413","13.15","13.20","13.10","13.15","0.0000","34"
"2471","資通","362392","8028181","22.35","22.55","22.00","22.05","-0.3000","216"
"2472","立隆電","4385203","255247629","58.80","59.20","57.30","57.80","0.6000","2773"
"2474","可成","2889307","544511075","190.00","190.50","187.50","188.00","-1.0000","2170"
"2476","鉅祥","200192","3846886","19.20","19.30","19.15","19.25","0.1000","105"
"2477","美隆電","618237","20081377","32.50","33.15","31.90","32.55","0.4500","452"
"2478","大毅","1634882","114206009","70.30","70.70","69.10","69.30","-0.6000","1099"
"2480","敦陽科","465198","31173209","67.70","67.70","66.40","67.10","-0.1000","341"
"2481","強茂","39167010","1578179233","41.90","41.90","39.50","39.50","-1.8500","20439"
"2482","連宇","33263","339923","10.25","10.30","10.15","10.20","-0.1000","56"
"2483","百容","23287","445070","19.10","19.15","19.05","19.15","0.1000","22"
"2484","希華","464068","9731013","21.00","21.05","20.90","20.95","0.0000","233"
"2485","兆赫","548643","10106048","18.40","18.60","18.25","18.45","0.1000","294"
"2486","一詮","47298460","737441001","14.60","15.70","14.55","15.65","1.3500","10145"
"2488","漢平","94016","2709856","28.75","29.00","28.75","28.80","0.0500","65"
"2489","瑞軒","2090323","22389014","10.85","10.85","10.60","10.75","0.0000","682"
"2491","吉祥全","37883","329101","8.69","8.80","8.65","8.67","-0.0200","28"
"2492","華新科","6125580","1152565777","190.00","190.00","187.00","187.00","-1.0000","4339"
"2493","揚博","491001","16264136","33.15","33.30","33.00","33.05","0.0000","281"
"2495","普安","264500","3275249","12.45","12.45","12.30","12.45","0.2000","88"
"2496","卓越","12116","726955","60.00","60.10","60.00","60.00","0.0000","9"
"2497","怡利電","1537802","37794556","25.60","25.60","24.05","24.50","-0.5500","835"
"2498","宏達電","3435580","97945429","28.70","28.75","28.40","28.55","0.0000","1883"
"2501","國建","649569","13048392","20.05","20.25","20.00","20.15","0.1000","297"
"2504","國產","3718620","105083002","28.40","28.65","28.10","28.15","-0.3000","1688"
"2505","國揚","2519878","61752264","24.60","24.70","24.40","24.50","-0.0500","920"
"2506","太設","146514","1417137","9.70","9.72","9.63","9.64","-0.0500","69"
"2509","全坤建","103391","1977607","19.10","19.25","19.00","19.20","0.1000","52"
"2511","太子","2425280","26463771","10.95","11.00","10.80","10.95","0.0500","500"
"2514","龍邦","309199","4235669","13.60","13.80","13.55","13.70","0.1000","100"
"2515","中工","3378298","25637311","7.59","7.63","7.56","7.59","0.0000","788"
"2516","新建","114566","576522","5.05","5.06","5.01","5.01","-0.0500","67"
"2520","冠德","1381720","50272095","36.25","36.55","36.10","36.50","0.3000","764"
"2524","京城","86786","3331745","38.30","38.60","37.85","38.40","-0.2000","59"
"2527","宏璟","359747","6561445","18.30","18.45","18.10","18.30","0.0000","125"
"2528","皇普","424325","11038321","26.50","26.80","25.80","25.95","-0.5500","171"
"2530","華建","7555748","110638194","15.10","15.15","14.45","14.85","-0.2500","727"
"2534","宏盛","501625","8807838","17.65","17.70","17.45","17.60","-0.0500","278"
"2535","達欣工","2207606","58904674","26.60","26.80","26.55","26.75","0.1000","994"
"2536","宏普","220345","5186488","23.60","23.60","23.50","23.60","0.1000","129"
"2537","聯上發","11497279","114162231","10.20","10.20","9.79","9.80","-0.5000","3388"
"2538","基泰","184039","1807498","9.85","9.85","9.80","9.84","-0.0100","104"
"2539","櫻花建","258659","7935819","30.50","30.80","30.50","30.75","0.1500","119"
"2540","愛山林","481310","31812134","65.50","67.80","65.10","65.50","0.0000","286"
"2542","興富發","1539482","66754840","43.65","43.65","43.20","43.40","-0.0500","1041"
"2543","皇昌","26835","187555","6.97","7.08","6.96","7.08","-0.0100","22"
"2545","皇翔","534762","21080320","39.00","39.90","38.90","39.80","0.9000","331"
"2546","根基","253562","12092695","48.00","48.00","47.20","47.70","-0.5000","193"
"2547","日勝生","998916","10616539","10.70","10.70","10.60","10.65","-0.0500","389"
"2548","華固","652416","58000804","89.00","89.10","88.60","88.90","0.3000","516"
"2597","潤弘","118456","7422445","62.90","63.00","62.50","63.00","0.3000","67"
"2601","益航","25116459","231305760","9.12","9.35","9.06","9.19","0.1000","2300"
"2603","長榮","165470224","3461447346","20.60","21.30","20.40","21.10","0.6000","30431"
"2605","新興","2635173","39013620","14.90","14.95","14.70","14.90","0.0500","929"
"2606","裕民","2649949","77757446","29.60","29.60","29.20","29.50","0.1500","1209"
"2607","榮運","1199910","17946829","15.05","15.05","14.90","14.90","-0.1000","375"
"2608","嘉里大榮","80018","3235039","40.25","40.60","40.25","40.60","0.2000","77"
"2609","陽明","53068430","658692619","12.45","12.60","12.10","12.50","0.0000","11854"
"2610","華航","47273192","429825224","9.15","9.15","9.02","9.05","0.1400","14942"
"2611","志信","411183","2921861","7.09","7.13","7.08","7.11","0.0400","114"
"2612","中航","313522","8215440","26.45","26.45","26.05","26.30","0.1000","196"
"2613","中櫃","860426","14935537","17.40","17.55","17.00","17.35","0.1500","416"
"2614","東森","3426914","59038976","17.35","17.40","17.10","17.25","-0.1000","1187"
"2615","萬海","31627272","1034490719","31.55","34.10","31.25","33.35","1.8000","12952"
"2616","山隆","137220","4229179","30.80","30.85","30.75","30.80","0.0000","110"
"2617","台航","795349","13589021","17.15","17.25","17.00","17.15","0.0000","264"
"2618","長榮航","52029034","627554158","12.00","12.20","11.90","12.10","0.3500","9705"
"2630","亞航","26000","417700","16.10","16.15","16.00","16.10","0.0000","21"
"2633","台灣高鐵","7028295","221532273","31.65","31.70","31.40","31.55","-0.1000","2691"
"2634","漢翔","1126385","32115789","28.50","28.65","28.45","28.55","0.1000","700"
"2636","台驊投控","1264485","47299203","37.95","37.95","37.05","37.80","0.1000","700"
"2637","慧洋-KY","859743","18735680","21.80","21.90","21.70","21.90","0.1000","425"
"2642","宅配通","215555","7280375","33.85","34.00","33.65","33.95","0.0000","162"
"2701","萬企","240912","2835839","11.85","11.90","11.70","11.90","0.0500","117"
"2702","華園","117006","1901621","16.25","16.45","16.15","16.20","0.1000","74"
"2704","國賓","197975","5924710","29.70","30.05","29.70","30.00","0.3500","139"
"2705","六福","558759","12589319","22.75","22.80","22.35","22.35","-0.4000","341"
"2706","第一店","225095","3096991","13.70","13.95","13.70","13.95","0.2500","140"
"2707","晶華","810303","112203024","139.00","140.00","136.00","138.00","3.5000","644"
"2712","遠雄來","4000","192350","47.20","48.40","47.20","48.40","0.6000","4"
"2722","夏都","76040","2107462","27.50","28.00","27.10","27.70","0.8000","48"
"2723","美食-KY","3285656","456279581","140.50","142.50","135.50","140.00","-0.5000","2564"
"2727","王品","2585069","269472283","106.00","107.00","102.00","105.00","-1.0000","2003"
"2731","雄獅","805114","59067360","72.70","75.20","72.50","72.90","2.8000","642"
"2739","寒舍","126000","3195050","25.30","25.75","25.15","25.15","-0.1000","78"
"2748","雲品","181620","7642211","41.60","42.90","41.60","41.90","0.7000","142"
"2801","彰銀","4207842","75561471","18.00","18.00","17.85","18.00","0.0000","1590"
"2809","京城銀","933630","36412997","39.20","39.20","38.90","39.00","0.0000","771"
"2812","台中銀","3161679","34745675","11.05","11.05","10.95","11.00","-0.0500","1202"
"2816","旺旺保","118329","2367768","20.10","20.10","19.95","20.05","0.0000","81"
"2820","華票","508320","7588100","15.00","15.00","14.85","14.95","0.0000","317"
"2823","中壽","6874989","139872838","20.45","20.45","20.30","20.35","-0.0500","2642"
"2832","台產","56210","1131988","20.20","20.20","20.10","20.15","-0.0500","64"
"2834","臺企銀","9380027","92431388","9.89","9.89","9.82","9.89","0.0000","3153"
"2836","高雄銀","579960","5921837","10.20","10.25","10.20","10.20","-0.0500","147"
"2838","聯邦銀","1192268","12283164","10.35","10.35","10.25","10.35","0.0500","596"
"2838A","聯邦銀甲特","149000","7754500","52.00","52.20","52.00","52.20","0.1000","34"
"2841","台開","1274818","9540213","7.56","7.57","7.40","7.42","-0.0500","449"
"2845","遠東銀","3055627","32705743","10.70","10.75","10.60","10.75","0.0500","1076"
"2849","安泰銀","245673","3779230","15.40","15.70","15.15","15.65","0.2500","174"
"2850","新產","411020","15904891","38.75","38.80","38.25","38.75","0.4500","260"
"2851","中再保","455084","10159427","22.40","22.40","22.25","22.30","0.0000","265"
"2852","第一保","78195","1021504","13.10","13.10","13.05","13.10","-0.0500","42"
"2855","統一證","852768","12962463","15.20","15.25","15.15","15.25","0.0500","388"
"2867","三商壽","2235252","19210341","8.65","8.65","8.57","8.59","-0.0600","818"
"2880","華南金","8815647","162714873","18.50","18.50","18.35","18.50","0.0000","3942"
"2881","富邦金","25860782","1177346106","45.55","45.80","45.15","45.55","0.0000","8189"
"2881A","富邦特","211721","13092226","61.90","61.90","61.80","61.90","0.0000","66"
"2881B","富邦金乙特","132858","8184678","61.70","61.80","61.60","61.80","0.1000","53"
"2882","國泰金","41461513","1714539590","41.30","41.50","41.05","41.50","0.5500","14069"
"2882A","國泰特","79365","4916429","61.90","62.00","61.90","62.00","0.0000","22"
"2882B","國泰金乙特","14403","898964","62.50","62.60","62.40","62.60","0.0000","13"
"2883","開發金","24932788","215907184","8.68","8.70","8.63","8.66","-0.0200","6301"
"2884","玉山金","19659683","511434686","26.05","26.10","25.90","26.10","-0.0500","6791"
"2885","元大金","33808411","639304991","18.95","19.00","18.80","18.90","0.1000","12713"
"2886","兆豐金","20044183","588610178","29.50","29.50","29.20","29.45","0.0000","6134"
"2887","台新金","11921935","157855109","13.25","13.30","13.15","13.30","0.0000","2872"
"2887E","台新戊特","25301","1338868","53.00","53.00","52.80","52.90","-0.1000","16"
"2887F","台新戊特二","56408","2878237","51.10","51.10","51.00","51.00","-0.2000","31"
"2888","新光金","40020128","344472026","8.61","8.63","8.56","8.63","0.0500","5337"
"2888A","新光金甲特","19152","834961","43.70","43.75","43.70","43.70","0.0000","33"
"2888B","新光金乙特","287298","12124817","42.20","42.25","42.15","42.20","0.0000","141"
"2889","國票金","3269604","39435772","12.05","12.10","12.00","12.05","0.0000","1110"
"2890","永豐金","23008031","257427753","11.30","11.30","11.15","11.15","-0.1000","3393"
"2891","中信金","50247626","997363920","19.95","19.95","19.75","19.90","0.0500","12200"
"2891B","中信金乙特","10529","676689","64.30","64.50","64.30","64.50","0.0000","29"
"2891C","中信金丙特","130","8051","","","","","0.0000","3"
"2892","第一金","18539186","400266848","21.65","21.65","21.50","21.65","0.0000","5021"
"2897","王道銀行","1836268","12021790","6.56","6.56","6.53","6.56","0.0100","539"
"2897A","王道銀甲特","15957","161865","10.15","10.15","10.10","10.15","0.0500","8"
"2901","欣欣","38376","920859","24.00","24.10","23.95","24.00","-0.0500","32"
"2903","遠百","506516","12522190","24.60","24.85","24.60","24.80","0.2500","380"
"2904","匯僑","111478","2822277","25.40","25.40","25.25","25.30","0.0000","81"
"2905","三商","580359","12179314","20.90","21.15","20.90","21.00","-0.0500","321"
"2906","高林","2851478","41285644","14.75","14.75","14.25","14.55","-0.1000","708"
"2908","特力","214271","5812542","27.25","27.30","27.05","27.05","-0.2500","141"
"2910","統領","16174","556878","33.90","35.40","33.90","34.85","1.0000","19"
"2911","麗嬰房","215726","1413950","6.58","6.58","6.53","6.56","-0.0200","111"
"2912","統一超","1720247","462834021","270.00","271.00","267.50","268.50","-1.5000","1563"
"2913","農林","551668","9283132","16.85","16.90","16.75","16.90","0.0000","217"
"2915","潤泰全","2688485","186465995","69.10","69.80","68.80","69.30","0.7000","1232"
"2923","鼎固-KY","141100","3491950","24.50","25.15","24.20","25.15","0.5500","93"
"2929","淘帝-KY","1197701","37874222","32.30","32.30","31.00","31.50","0.7000","785"
"2936","客思達-KY","78000","1772950","22.75","22.95","22.60","22.70","-0.0500","38"
"2939","凱羿-KY","2162406","183957563","81.20","89.30","81.20","84.60","3.4000","796"
"3002","歐格","209417","2576902","12.35","12.45","12.15","12.30","0.1000","110"
"3003","健和興","872550","36138283","41.45","42.00","40.95","41.60","0.6000","608"
"3004","豐達科","288150","15651124","54.50","55.00","53.70","54.00","0.3000","218"
"3005","神基","726196","34894385","48.00","48.30","47.90","48.10","-0.1000","474"
"3006","晶豪科","3747566","157761580","42.45","42.65","41.70","41.80","-0.4000","1817"
"3008","大立光","555431","1856861510","3370.00","3370.00","3320.00","3330.00","10.0000","1979"
"3010","華立","2278135","157707585","69.70","69.80","68.60","69.10","-0.6000","1503"
"3011","今皓","79477","489251","6.14","6.17","6.13","6.17","0.0700","33"
