證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"3014","聯陽","4016909","290030325","70.80","73.20","70.80","71.50","0.6000","2455"
"3015","全漢","2673782","99290988","37.20","37.95","36.65","37.80","0.7000","1544"
"3016","嘉晶","6891584","442812531","61.50","65.40","61.50","64.40","3.0000","4211"
"3017","奇鋐","36219345","2815966839","77.00","79.90","76.30","76.50","-0.5000","20682"
"3018","同開","130670","2474868","18.95","19.10","18.80","18.90","-0.1000","196"
"3019","亞光","1257749","87599171","69.60","70.00","69.20","70.00","0.7000","928"
"3021","鴻名","229520","3304386","14.65","14.65","14.25","14.30","-0.3500","165"
"3022","威強電","539895","25497858","46.95","47.55","46.80","47.50","0.8500","387"
"3023","信邦","525388","100653731","192.00","193.00","190.50","191.50","-0.5000","535"
"3024","憶聲","1545685","18205046","11.80","11.90","11.65","11.80","-0.0500","614"
"3025","星通","1777708","44763129","24.70","25.40","24.25","25.40","2.3000","593"
"3026","禾伸堂","5416698","613625579","111.50","116.00","111.00","112.00","1.0000","3961"
"3027","盛達","1113294","22112123","19.65","20.00","19.65","19.95","0.3000","516"
"3028","增你強","346220","7390804","21.45","21.45","21.30","21.35","-0.0500","187"
"3029","零壹","433279","16776524","38.80","38.85","38.55","38.55","-0.2500","327"
"3030","德律","591820","33372790","56.10","56.60","56.00","56.50","0.4000","384"
"3031","佰鴻","354161","5054728","14.25","14.35","14.15","14.30","0.1000","137"
"3032","偉訓","695308","31920189","46.05","46.50","45.55","45.75","-0.2500","520"
"3033","威健","3599876","68313147","18.90","19.10","18.85","19.05","0.2000","1173"
"3034","聯詠","4212881","1266151646","298.00","304.00","296.00","301.50","4.0000","3424"
"3035","智原","4067397","185966270","45.05","46.15","44.30","46.05","0.7000","2549"
"3036","文曄","778988","30530709","39.20","39.30","39.05","39.20","0.0500","383"
"3036A","文曄甲特","61872","2960092","47.75","48.15","47.70","47.80","0.0500","61"
"3037","欣興","22437370","1689295868","74.90","75.80","74.60","75.70","0.8000","10304"
"3038","全台","10123267","187040483","18.10","18.75","18.10","18.50","0.4000","3611"
"3040","遠見","366547","13918858","37.80","38.10","37.80","37.85","0.1000","209"
"3041","揚智","67931637","2328395483","33.95","34.95","33.50","34.25","2.2000","25997"
"3042","晶技","2302839","180451940","78.70","79.10","78.10","78.10","-0.2000","1551"
"3043","科風","529404","3243822","6.25","6.25","6.08","6.08","0.0400","163"
"3044","健鼎","1228674","144863881","119.00","119.00","117.00","117.50","-0.5000","851"
"3045","台灣大","2820687","280536991","99.70","100.00","99.20","99.30","-0.2000","1705"
"3046","建碁","48062","675469","14.10","14.35","14.00","14.35","0.3000","26"
"3047","訊舟","1955759","28278395","14.45","14.60","14.35","14.45","0.0500","941"
"3048","益登","5690186","122440028","20.90","21.90","20.90","21.60","0.6500","2738"
"3049","和鑫","18757431","196163663","10.35","10.60","10.30","10.60","0.3500","4461"
"3050","鈺德","13621605","183212173","13.40","14.00","13.10","13.25","-0.3500","4518"
"3051","力特","886748","4415840","5.03","5.05","4.90","5.00","-0.0100","109"
"3052","夆典","657082","7871607","12.05","12.10","11.90","11.95","-0.1000","306"
"3054","立萬利","25960","601381","23.00","23.90","22.95","23.25","0.3000","24"
"3055","蔚華科","1434281","49491529","33.15","35.40","33.15","34.25","1.3500","929"
"3056","總太","4741947","185813031","40.00","40.05","38.85","38.95","-1.5000","3054"
"3057","喬鼎","152231","1544811","10.15","10.15","10.10","10.15","0.0000","163"
"3058","立德","135499","1083114","7.95","8.04","7.95","8.00","-0.0100","79"
"3059","華晶科","608535","16287170","26.70","27.00","26.55","26.75","0.2000","336"
"3060","銘異","995694","13914777","13.95","14.10","13.85","14.10","0.2500","417"
"3062","建漢","969755","14644871","15.10","15.25","15.05","15.10","0.0000","382"
"3090","日電貿","6769572","326364461","47.00","49.15","46.90","48.55","2.4000","4507"
"3094","聯傑","876545","19076900","21.25","22.15","21.15","21.85","0.7000","510"
"3130","一零四","4534","698318","154.50","155.00","154.50","155.00","1.0000","9"
"3149","正達","3157776","50583553","16.50","16.70","15.80","15.80","-0.7000","1417"
"3164","景岳","9130","207190","22.60","22.75","22.60","22.75","0.0000","13"
"3167","大量","49630","2191333","44.10","44.40","43.95","44.35","0.2500","36"
"3189","景碩","8757986","660887099","76.10","76.80","74.90","75.20","-0.4000","5105"
"3209","全科","2346657","52732224","22.45","22.80","22.30","22.45","0.1000","1151"
"3229","晟鈦","161020","1070777","6.65","6.65","6.65","6.65","-0.7300","65"
"3231","緯創","6254046","187757470","29.90","30.15","29.80","30.05","0.1000","2836"
"3257","虹冠電","508424","37716798","72.80","74.70","72.40","74.20","1.5000","451"
"3266","昇陽","25000","364800","14.70","14.70","14.50","14.70","0.1000","19"
"3296","勝德","148380","2019456","13.45","13.70","13.45","13.60","0.0000","68"
"3305","昇貿","232901","5941587","25.30","25.70","25.30","25.60","0.3500","170"
"3308","聯德","52023","345791","6.65","6.70","6.60","6.60","-0.1200","46"
"3311","閎暉","634995","19104282","30.05","30.45","30.00","30.10","0.1000","352"
"3312","弘憶股","670556","9451302","14.10","14.15","14.00","14.10","0.1000","251"
"3321","同泰","541258","8438941","15.50","15.70","15.30","15.60","0.1000","275"
"3338","泰碩","2384405","163764342","69.30","69.90","68.10","68.40","-0.7000","1724"
"3346","麗清","5249359","211382853","40.35","41.00","39.50","39.80","0.8000","2967"
"3356","奇偶","693084","18709752","27.20","27.30","26.75","26.95","-0.1500","412"
"3376","新日興","627654","91561473","147.00","147.50","145.00","146.00","-1.5000","436"
"3380","明泰","5994153","170253114","28.05","28.80","28.00","28.35","0.3500","2843"
"3383","新世紀","92645","365767","4.00","4.00","3.90","3.93","-0.0100","28"
"3406","玉晶光","3383830","2018870602","604.00","607.00","591.00","593.00","-10.0000","3071"
"3413","京鼎","5525272","1142483103","205.00","209.50","203.50","207.00","5.0000","4060"
"3416","融程電","65537","4677887","71.90","71.90","71.10","71.30","-0.2000","57"
"3419","譁裕","4704090","82843683","17.50","17.90","17.30","17.30","-0.2500","2118"
"3432","台端","48000","605550","12.60","12.65","12.60","12.65","0.0500","24"
"3437","榮創","2145507","49046873","22.90","23.20","22.65","22.85","-0.3000","1049"
"3443","創意","8370152","2889199023","343.50","352.50","339.00","339.50","0.5000","6564"
"3450","聯鈞","1473000","101617457","68.90","69.40","68.30","69.40","0.9000","1088"
"3454","晶睿","198740","15287235","75.70","77.90","75.70","76.70","1.0000","175"
"3481","群創","126678199","1195441068","9.50","9.55","9.38","9.38","-0.1400","17121"
"3494","誠研","535127","2610322","4.90","4.93","4.83","4.89","-0.0200","196"
"3501","維熹","82110","3886986","47.60","47.65","47.00","47.45","-0.1500","79"
"3504","揚明光","314000","18501300","57.70","59.80","57.70","58.80","0.2000","245"
"3515","華擎","1627881","279018151","172.00","173.50","169.50","170.50","2.0000","1275"
"3518","柏騰","597585","18267741","30.00","30.90","29.75","30.65","0.7000","322"
"3528","安馳","93021","4054484","43.60","43.75","43.50","43.50","-0.3500","61"
"3530","晶相光","32364826","3743647663","114.50","120.50","110.50","116.50","5.0000","20895"
"3532","台勝科","2773720","336585061","119.00","124.00","118.00","124.00","6.0000","1989"
"3533","嘉澤","977760","421378372","427.00","435.50","424.00","430.00","1.0000","989"
"3535","晶彩科","4902729","95939054","18.50","20.25","18.50","19.25","0.8000","1898"
"3536","誠創","7229","31073","4.30","4.30","4.29","4.29","-0.0100","6"
"3543","州巧","179000","4167300","23.25","23.40","23.20","23.25","0.0000","68"
"3545","敦泰","9002609","535788350","58.70","60.70","58.00","59.80","1.4000","5620"
"3550","聯穎","125009","1755483","14.15","14.15","13.95","14.10","0.0000","70"
"3557","嘉威","7918111","871388424","112.00","116.00","105.50","107.00","-1.0000","5551"
"3563","牧德","1043237","314974456","299.50","304.50","299.00","301.00","3.5000","1025"
"3576","聯合再生","24920610","367684485","14.60","14.95","14.60","14.60","0.0500","7659"
"3583","辛耘","591185","35996670","60.60","61.50","60.30","60.80","0.2000","359"
"3588","通嘉","3716578","161314329","42.25","44.40","42.00","43.75","1.7500","2197"
"3591","艾笛森","486013","6450800","13.40","13.40","13.10","13.35","0.2500","272"
"3593","力銘","134222","1575768","11.55","12.00","11.55","12.00","0.5000","99"
"3596","智易","1374344","137138743","99.80","100.50","99.30","99.80","0.0000","1023"
"3605","宏致","2203311","70654434","32.70","32.70","31.85","31.95","-0.6000","1401"
"3607","谷崧","226006","2963632","13.20","13.20","13.05","13.05","-0.0500","99"
"3617","碩天","54135","4494285","83.40","83.50","82.80","82.90","-0.1000","52"
"3622","洋華","28757338","884740700","32.40","32.40","29.35","30.25","0.6500","11182"
"3645","達邁","1160637","68226872","59.20","59.40","58.20","59.00","0.4000","684"
"3653","健策","1835016","517502222","283.00","285.50","280.00","280.50","-1.5000","1567"
"3661","世芯-KY","7360847","4552991147","609.00","631.00","598.00","631.00","27.0000","6425"
"3665","貿聯-KY","2238879","542038291","239.50","245.00","237.00","242.50","4.5000","1909"
"3669","圓展","1001376","91954312","92.70","93.00","90.90","91.90","-0.8000","744"
"3673","TPK-KY","2911930","134502171","46.15","46.45","46.00","46.20","0.0500","1751"
"3679","新至陞","773604","88166487","113.00","115.50","112.50","115.00","2.0000","592"
"3682","亞太電","13124031","126500699","9.41","9.88","9.41","9.79","0.3800","3853"
"3686","達能","6132542","121910800","19.60","20.50","19.30","19.50","0.1000","2978"
"3694","海華","2250582","75853448","33.85","34.45","33.15","33.50","-0.2000","1291"
"3698","隆達","3886352","80226189","20.60","20.90","20.40","20.50","0.0500","1268"
"3701","大眾控","2667","34843","13.10","13.10","13.10","13.10","0.2500","27"
"3702","大聯大","4102044","164604188","40.30","40.35","40.00","40.05","-0.2500","2097"
"3702A","大聯大甲特","102099","5114378","50.00","50.10","50.00","50.10","0.0000","37"
"3703","欣陸","2717920","68093406","25.15","25.30","24.90","25.05","-0.1000","1399"
"3704","合勤控","7514824","185145907","24.40","24.90","24.35","24.80","0.6500","2753"
"3705","永信","214835","9489607","44.15","44.25","44.00","44.20","0.0500","166"
"3706","神達","2265872","66067323","29.15","29.25","29.10","29.10","-0.1000","1157"
"3708","上緯投控","11719927","1890398329","168.00","168.00","158.50","160.00","-8.0000","8101"
"3711","日月光投控","14563414","1058761744","73.20","73.40","72.20","72.90","0.0000","6855"
"3712","永崴投控","1097061","41430762","37.95","38.30","37.35","37.60","0.0000","661"
"4104","佳醫","83349","4755730","57.00","57.10","57.00","57.10","0.1000","102"
"4106","雃博","129430","3842564","29.65","29.90","29.60","29.65","0.0000","117"
"4108","懷特","468404","11601296","24.90","25.00","24.60","24.75","0.2500","282"
"4119","旭富","5062065","659423135","128.50","133.00","127.00","130.50","3.5000","3582"
"4133","亞諾法","1813358","114833847","64.30","64.80","62.80","62.90","-1.5000","1188"
"4137","麗豐-KY","176537","35788159","202.50","204.50","201.50","202.00","-0.5000","140"
"4141","龍燈-KY","113271","1285912","11.40","11.45","11.30","11.35","-0.0500","88"
"4142","國光生","17634336","1143078549","66.20","66.20","64.00","64.00","-2.5000","9726"
"4148","全宇生技-KY","53000","1913000","36.00","36.15","36.00","36.05","-0.0500","19"
"4155","訊映","516104","14760334","28.80","28.85","28.35","28.85","0.4000","337"
"4164","承業醫","229105","8905318","39.00","39.05","38.50","38.85","0.0500","133"
"4190","佐登-KY","1390238","140319213","99.40","104.00","99.00","99.00","-0.7000","1135"
"4306","炎洲","4706613","75436224","16.15","16.20","15.85","16.15","0.0000","1378"
"4414","如興","1097708","12436129","11.30","11.40","11.30","11.35","-0.0500","403"
"4426","利勤","175151","4899367","27.95","28.10","27.85","28.05","0.0000","122"
"4438","廣越","154854","16473933","106.50","107.00","105.50","106.50","-1.0000","150"
"4439","冠星-KY","52010","7388920","144.00","144.00","140.50","141.00","-2.0000","48"
"4526","東台","134485","1921312","14.35","14.35","14.25","14.30","-0.0500","122"
"4532","瑞智","409575","8464564","20.80","20.80","20.55","20.65","-0.1500","244"
"4536","拓凱","292204","49157876","167.50","170.00","166.50","168.00","2.0000","234"
"4540","全球傳動","262118","11966912","46.20","46.30","45.25","45.55","-0.6500","192"
"4545","銘鈺","1519078","56771015","38.70","39.00","35.75","36.50","-1.7000","917"
"4551","智伸科","278821","53110986","192.00","192.00","188.50","191.00","1.0000","248"
"4552","力達-KY","159442","5726697","35.90","36.05","35.80","35.90","0.1000","88"
"4555","氣立","14000","680350","49.00","49.00","48.50","48.50","-0.2000","14"
"4557","永新-KY","10123","630960","62.60","62.60","62.20","62.20","-0.3000","15"
"4560","強信-KY","150000","6303950","41.90","42.30","41.85","42.00","0.1000","46"
"4562","穎漢","10001","166816","16.75","16.75","16.65","16.75","0.1000","7"
"4564","元翎","220001","6554331","29.65","29.90","29.50","29.85","0.2000","147"
"4566","時碩工業","75000","2822650","37.65","38.00","37.50","37.80","-0.2000","52"
"4571","鈞興-KY","53001","3673969","69.40","69.40","69.20","69.30","-0.5000","15"
"4572","駐龍","39384","3260990","83.80","83.80","82.60","83.00","0.0000","45"
"4576","大銀微系統","65281","4963436","76.20","76.20","75.80","76.00","-0.2000","56"
"4581","光隆精密-KY","16000","587300","36.65","36.95","36.60","36.95","0.3000","11"
"4720","德淵","2983018","43637342","14.25","14.85","14.25","14.60","0.5500","1090"
"4722","國精化","51254","1438671","28.10","28.10","28.00","28.10","0.0000","43"
"4725","信昌化","175453","3130054","17.90","17.90","17.80","17.85","-0.0500","90"
"4737","華廣","14370","1013780","70.60","70.60","70.50","70.50","0.1000","14"
"4739","康普","204339","11312755","56.20","56.20","55.00","55.20","-0.5000","197"
"4746","台耀","514558","25717593","50.30","50.40","49.80","49.90","-0.4000","343"
"4755","三福化","80000","5660700","71.10","71.10","70.20","70.70","-0.4000","68"
"4763","材料-KY","374820","48411160","131.50","131.50","127.50","128.00","-3.0000","296"
"4764","雙鍵","25020","1507612","60.40","61.00","60.20","61.00","0.4000","12"
"4766","南寶","201292","30870856","155.00","155.50","152.50","153.00","-2.0000","148"
"4807","日成-KY","51287","1506219","29.30","29.50","29.25","29.40","0.1500","32"
"4904","遠傳","3703977","224958153","61.00","61.20","60.50","60.80","-0.1000","2485"
"4906","正文","5520884","166429887","30.00","30.40","30.00","30.10","0.1500","2455"
"4912","聯德控股-KY","93117","11125040","119.50","120.50","118.50","120.00","0.5000","88"
"4915","致伸","4675157","224068591","48.20","48.35","47.70","47.85","-0.1500","2602"
"4916","事欣科","1065614","26476822","24.60","25.45","24.20","25.35","0.7500","696"
"4919","新唐","4428453","191685189","42.60","43.70","42.50","43.70","1.2000","2563"
"4927","泰鼎-KY","1816601","150411860","82.50","83.60","82.10","82.90","0.5000","1287"
"4930","燦星網","3213828","63518512","19.60","20.70","19.00","19.10","-0.5000","1428"
"4934","太極","2397034","66350911","27.50","27.95","27.35","27.50","0.2500","1286"
"4935","茂林-KY","2736442","311512302","114.50","116.00","112.00","113.50","-2.0000","1993"
"4938","和碩","16753878","1102052557","65.40","66.80","65.20","65.60","0.6000","8579"
"4942","嘉彰","188200","7335350","38.90","39.15","38.85","39.00","0.1500","137"
"4943","康控-KY","1280232","114191276","90.00","90.20","88.40","89.30","-0.1000","902"
"4952","凌通","912600","34537692","37.90","38.30","37.45","37.80","0.1000","627"
"4956","光鋐","537323","9929458","18.45","18.70","18.35","18.45","0.1000","293"
"4958","臻鼎-KY","13799362","1614170086","118.00","119.00","116.00","116.50","-2.5000","8600"
"4960","誠美材","3831595","38502061","10.15","10.20","10.00","10.00","-0.1500","1138"
"4961","天鈺","7706898","298730311","39.50","40.20","38.05","38.35","-0.9500","4197"
"4967","十銓","1629690","50926431","30.30","31.75","30.05","31.60","1.4500","1045"
"4968","立積","14137341","4867126404","330.50","360.00","325.00","352.00","22.5000","11040"
"4976","佳凌","5304113","274232895","52.00","52.80","51.00","51.00","-1.5000","2966"
"4977","眾達-KY","1481101","184243421","123.00","126.00","122.00","123.50","1.5000","1066"
"4989","榮科","98000","1749500","18.00","18.00","17.80","17.85","-0.1500","50"
"4994","傳奇","364581","26816409","71.70","74.90","71.70","73.50","1.9000","286"
"4999","鑫禾","252254","11919503","47.25","47.45","46.85","47.30","0.2500","185"
"5007","三星","239009","11461789","47.80","48.50","47.40","48.00","0.5000","91"
"5203","訊連","134251","13925739","104.50","104.50","103.50","103.50","-1.0000","117"
"5215","科嘉-KY","1593842","229802452","146.50","147.50","141.00","145.00","-1.0000","1306"
"5225","東科-KY","105100","2961270","27.70","28.55","27.55","28.45","0.4500","81"
"5234","達興材料","86215","7089326","82.10","82.40","82.00","82.30","0.2000","71"
"5243","乙盛-KY","4524666","180269393","39.70","40.45","39.05","40.45","1.0500","2105"
"5258","虹堡","911315","21696575","22.85","24.75","22.80","23.45","0.8500","571"
"5264","鎧勝-KY","644392","55686726","86.40","86.60","86.40","86.40","0.0000","397"
"5269","祥碩","896020","1364170820","1545.00","1550.00","1500.00","1510.00","-30.0000","1009"
"5283","禾聯碩","143326","15325120","107.00","107.50","106.50","107.50","0.5000","107"
"5284","jpp-KY","14100","484840","34.50","34.50","34.30","34.35","0.1000","15"
"5285","界霖","4523818","248217066","55.10","55.90","53.60","55.00","0.7000","2815"
"5288","豐祥-KY","144135","15665069","107.50","109.50","107.00","109.00","2.0000","116"
"5305","敦南","213458","9028442","42.30","42.35","42.25","42.25","0.0000","156"
"5388","中磊","490882","37021265","75.60","75.90","75.20","75.30","-0.3000","382"
"5434","崇越","648617","78537409","121.50","122.00","120.50","121.50","-0.5000","548"
"5469","瀚宇博","4623667","203264250","43.80","44.20","43.65","44.15","0.3000","2252"
"5471","松翰","2327422","150802530","65.00","65.40","64.30","65.30","0.4000","1473"
"5484","慧友","60835","646999","10.55","10.70","10.55","10.70","0.0500","41"
"5515","建國","249291","3080763","12.40","12.40","12.30","12.30","-0.1000","102"
"5519","隆大","350547","5275187","15.10","15.10","15.00","15.05","-0.0500","123"
"5521","工信","3166437","35899146","11.35","11.40","11.25","11.40","0.0500","966"
"5522","遠雄","383812","17938323","46.80","46.95","46.65","46.75","-0.0500","320"
"5525","順天","103472","2196928","21.30","21.40","21.15","21.30","-0.1000","63"
"5531","鄉林","3170751","35790717","11.10","11.50","11.05","11.25","0.0500","1166"
"5533","皇鼎","103563","1652951","15.95","16.00","15.90","15.95","-0.1500","23"
"5534","長虹","184099","14949734","81.40","81.70","81.10","81.10","-0.3000","151"
"5538","東明-KY","5000","160250","32.25","32.25","32.00","32.00","-0.2500","2"
"5546","永固-KY","351065","27306163","78.50","78.50","77.50","78.00","-0.5000","151"
"5607","遠雄港","411183","12116699","29.35","29.55","29.30","29.45","0.1000","230"
"5608","四維航","989690","7084513","7.24","7.25","7.07","7.11","-0.0600","321"
"5706","鳳凰","453270","14150694","31.60","31.60","31.10","31.10","-0.5000","235"
"5871","中租-KY","4917523","803626269","165.50","166.00","162.00","163.00","-3.0000","2283"
"5871A","中租-KY甲特","258132","25670309","99.40","99.50","99.40","99.50","0.1000","111"
"5876","上海商銀","3297741","132671258","40.60","40.60","40.05","40.30","-0.2000","1246"
"5880","合庫金","8837682","179154872","20.40","20.40","20.20","20.25","-0.2000","3139"
"5906","台南-KY","28385","1028913","36.15","36.55","36.00","36.50","0.2000","26"
"5907","大洋-KY","146000","3204700","22.05","22.10","21.80","21.80","-0.1000","68"
"6005","群益證","10062418","117242657","11.55","11.70","11.55","11.70","0.1500","1721"
"6024","群益期","138959","5263966","37.70","38.05","37.70","37.85","0.1500","111"
"6108","競國","282175","5822644","20.50","20.80","20.50","20.80","0.3500","228"
"6112","聚碩","182815","7339016","40.00","40.35","40.00","40.10","0.0500","153"
"6115","鎰勝","156015","6466474","41.45","41.60","41.30","41.40","0.1000","108"
"6116","彩晶","22593001","212922377","9.49","9.52","9.36","9.38","-0.1200","4984"
"6117","迎廣","3135","53370","17.05","17.05","17.00","17.00","0.2000","6"
"6120","達運","26858046","347210958","13.20","13.45","12.50","12.65","-0.2500","7729"
"6128","上福","54138","1480384","27.30","27.40","27.30","27.30","-0.1500","34"
"6131","鈞泰","117290","656961","5.24","5.77","5.24","5.75","0.5000","55"
"6133","金橋","81005","665167","8.26","8.26","8.15","8.26","0.0000","40"
"6136","富爾特","83268","1439121","17.30","17.35","17.25","17.30","0.0000","69"
"6139","亞翔","359400","9791189","27.30","27.40","27.15","27.30","0.1500","218"
"6141","柏承","3517978","101794369","29.80","29.80","28.65","28.75","-0.6500","1963"
"6142","友勁","377559","2909914","7.69","7.77","7.68","7.74","0.0500","140"
"6152","百一","1533538","17649001","11.40","11.65","11.35","11.55","0.2500","622"
"6153","嘉聯益","32578290","1227546395","37.55","38.30","37.20","37.40","0.2000","14260"
"6155","鈞寶","2313549","58233301","24.40","25.65","24.40","24.95","0.5500","1397"
"6164","華興","266728","1959973","7.45","7.45","7.30","7.31","-0.1400","107"
"6165","捷泰","1279305","71677833","57.60","57.60","55.40","55.80","-1.7000","1117"
"6166","凌華","76280","5026087","65.90","66.40","65.50","65.50","-0.9000","65"
"6168","宏齊","744087","10634030","14.20","14.40","14.20","14.35","0.2000","293"
"6172","互億","108692","3034195","28.05","28.35","27.75","28.35","0.4000","22"
"6176","瑞儀","2039134","222338608","109.50","109.50","108.50","109.00","0.0000","1725"
"6177","達麗","371185","10770825","29.15","29.15","28.95","29.00","0.0500","195"
"6183","關貿","31355","1481150","47.35","47.35","46.85","47.20","-0.1000","38"
"6184","大豐電","51804","2217347","42.85","42.90","42.75","42.75","-0.0500","38"
"6189","豐藝","110032","3876931","35.15","35.30","35.15","35.20","0.0500","93"
"6191","精成科","7758738","181001580","23.15","23.50","23.10","23.25","0.1000","2762"
"6192","巨路","83165","5566571","66.80","67.20","66.60","66.70","-0.1000","64"
"6196","帆宣","1758062","197670944","112.00","114.00","111.00","112.00","0.5000","1189"
"6197","佳必琪","1123423","38910954","33.95","35.10","33.95","35.00","1.0500","691"
"6201","亞弘電","11002","390820","35.55","35.55","35.50","35.50","-0.1000","13"
"6202","盛群","1047383","75879863","72.90","73.00","72.10","72.30","-0.4000","769"
"6205","詮欣","898840","34541807","38.10","39.00","38.00","38.45","0.7500","501"
"6206","飛捷","84453","5221607","61.80","62.00","61.50","61.90","-0.1000","66"
"6209","今國光","1173136","39173936","33.25","33.65","33.10","33.25","-0.1500","695"
"6213","聯茂","3535135","495462928","142.00","143.00","138.00","139.50","-2.0000","2659"
"6214","精誠","453017","37807455","83.10","83.90","83.10","83.50","0.3000","351"
"6215","和椿","155003","2440297","15.65","15.90","15.65","15.70","0.0000","80"
"6216","居易","54432","1370886","25.20","25.25","25.15","25.15","-0.0500","47"
"6224","聚鼎","385090","34200407","88.80","89.60","88.00","89.00","0.5000","306"
"6225","天瀚","2770","10005","3.66","3.66","3.66","3.66","0.0000","7"
"6226","光鼎","939341","7509664","8.00","8.05","7.95","8.05","0.0400","329"
"6230","超眾","160542","38049938","238.50","239.50","235.50","236.50","-2.0000","138"
"6235","華孚","727127","12144618","16.50","16.80","16.45","16.70","0.1500","338"
"6239","力成","3396756","307391560","89.60","91.20","89.50","90.40","0.9000","1979"
"6243","迅杰","3031769","38038783","11.70","12.80","11.60","12.80","1.1500","949"
"6251","定穎","10819792","201704761","18.40","18.90","18.30","18.75","0.3500","3869"
"6257","矽格","5895529","247502973","42.00","42.40","41.60","42.40","0.2000","2817"
"6269","台郡","6124889","698430375","114.00","116.00","113.00","114.00","0.0000","3894"
"6277","宏正","151640","12585435","83.10","83.20","82.80","82.80","-0.3000","145"
"6278","台表科","3176806","373158078","117.50","119.00","116.00","118.00","0.0000","1963"
"6281","全國電","55100","3950543","71.70","71.80","71.60","71.60","-0.1000","52"
"6282","康舒","3124460","82831245","26.35","26.65","26.35","26.50","0.1500","1305"
"6283","淳安","1559099","54643313","35.25","35.75","34.75","35.00","-0.6000","895"
"6285","啟碁","4517466","369916886","81.70","83.00","80.80","82.10","0.3000","2532"
"6288","聯嘉","2725150","94197267","34.75","34.95","34.30","34.40","0.0500","1442"
"6289","華上","25590","93577","3.65","3.67","3.65","3.67","-0.1800","20"
"6405","悅城","50500","956900","19.00","19.00","18.90","18.90","0.0500","40"
"6409","旭隼","82524","77330937","940.00","940.00","932.00","938.00","-2.0000","135"
"6412","群電","430600","29148400","67.00","68.40","67.00","68.00","1.3000","300"
"6414","樺漢","564121","132260129","233.50","237.50","232.50","234.00","1.5000","560"
"6415","矽力-KY","457893","1065996705","2330.00","2400.00","2265.00","2280.00","-65.0000","606"
"6416","瑞祺電通","269811","35283375","130.50","131.00","130.00","131.00","1.0000","226"
"6431","光麗-KY","28001","791678","28.40","28.60","28.10","28.60","0.6000","21"
"6442","光聖","109800","3320764","29.20","31.45","29.20","30.70","1.7000","84"
"6443","元晶","58714149","2294255379","37.25","40.20","37.10","39.35","2.8000","26861"
"6449","鈺邦","1421068","78135777","54.60","55.80","54.30","54.60","0.3000","940"
"6451","訊芯-KY","4946358","596134986","121.50","124.00","118.00","118.50","1.0000","3285"
"6456","GIS-KY","3209788","355513497","110.00","112.00","109.50","110.00","0.5000","2133"
"6464","台數科","26000","2841500","110.00","110.00","109.00","109.50","-0.5000","21"
"6477","安集","34653741","2168731114","61.30","63.90","61.30","61.60","1.0000","18757"
"6491","晶碩","275490","69085830","251.00","253.00","249.00","249.50","-2.0000","246"
"6504","南六","616531","123437088","203.50","203.50","199.00","199.50","-3.5000","524"
"6505","台塑化","3666158","343839668","93.80","94.00","93.00","93.90","-0.1000","2014"
"6525","捷敏-KY","280228","16511783","58.20","59.30","58.20","59.20","1.2000","236"
"6531","愛普","11144047","4655235144","395.50","430.00","395.50","430.00","37.5000","9561"
"6533","晶心科","13534672","3508162909","261.00","264.50","252.00","261.50","21.0000","10444"
"6541","泰福-KY","660092","28145406","42.50","43.10","41.90","42.00","-1.1000","273"
"6552","易華電","4343090","253620146","56.70","59.60","56.60","58.80","4.3000","3246"
"6558","興能高","14194868","789115409","56.80","58.10","53.10","53.50","-2.9000","7888"
"6573","虹揚-KY","125923","1882609","14.90","15.10","14.80","14.80","0.0000","80"
"6579","研揚","16000","1101300","68.50","69.10","68.50","68.90","-0.4000","10"
"6581","鋼聯","221038","16289764","71.50","75.80","71.50","75.00","3.6000","126"
"6582","申豐","953797","164299164","171.50","175.00","169.00","175.00","4.5000","673"
"6591","動力-KY","4156108","269183218","64.60","66.20","63.70","64.20","-0.3000","2474"
"6592","和潤企業","2070515","167631781","81.20","81.40","80.50","81.10","0.2000","504"
"6598","ABC-KY","335226","26203906","79.50","79.60","77.70","78.10","-1.0000","282"
"6605","帝寶","230765","11884782","51.10","52.10","51.00","51.80","0.7000","226"
"6625","必應","27156","978026","35.80","36.50","35.80","35.85","-0.0500","30"
"6641","基士德-KY","118150","7968044","68.50","68.50","66.50","66.50","-1.2000","78"
"6655","科定","6000","334100","57.00","57.00","54.00","54.00","0.0000","5"
"6666","羅麗芬-KY","41271","4467018","107.00","109.00","107.00","108.50","1.5000","40"
"6668","中揚光","145000","7862500","54.70","55.00","53.70","53.80","-0.6000","108"
"6669","緯穎","965443","660752607","690.00","690.00","680.00","686.00","-4.0000","1207"
"6670","復盛應用","212315","37280493","178.00","178.50","174.00","175.00","-3.0000","200"
"6671","三能-KY","12100","476085","39.35","39.40","39.30","39.30","-0.0500","9"
"6672","騰輝電子-KY","205034","14453114","70.50","70.70","70.30","70.40","-0.1000","138"
"6674","鋐寶科技","143090","4712870","33.20","33.45","32.35","32.75","-0.0500","97"
"6698","旭暉應材","423154","17378663","41.40","41.45","40.50","40.50","0.0500","373"
"6706","惠特","1479066","235473641","160.00","161.50","158.00","158.50","-3.0000","1136"
"6715","嘉基","76202","9789458","128.50","129.00","128.00","128.00","0.0000","67"
"6754","匯僑設計","174075","7699137","43.10","45.15","43.10","44.55","1.8500","139"
